bstart,bend,receptor,protein,site,library,experiment,pdb,gpf,dpf,program,align,res,md,alt,cx,cy,cz,sx,sy,sz,flex,status
410,413,xMBGP-F_rig.pdbqt,GP,F,OT,13,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,108.247,44.31,31,35,25,xMBGP-F_flx.pdbqt,W
414,417,xMBGP-OM_rig.pdbqt,GP,OM,OT,13,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,115,113,43.5,26,33,24,xMBGP-OM_flx.pdbqt,W
418,421,xSDGP-F_rig.pdbqt,GP,F,OT,13,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,108.247,44.31,31,35,25,xSDGP-F_flx.pdbqt,W
422,425,xSDGP-OM_rig.pdbqt,GP,OM,OT,13,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,115,113,43.5,26,33,24,xSDGP-OM_flx.pdbqt,W
426,429,xZAGP-F_rig.pdbqt,GP,F,OT,13,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,108.247,44.31,31,35,25,xZAGP-F_flx.pdbqt,W
430,433,xZAGP-OM_rig.pdbqt,GP,OM,OT,13,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,115,113,43.5,26,33,24,xZAGP-OM_flx.pdbqt,W
434,437,xEBGP-FW_rig.pdbqt,GP,FW,OT,13,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,106.803,44.922,15,20,17,xEBGP-FW_flx.pdbqt,W
438,441,xEBGP-S_rig.pdbqt,GP,S,OT,13,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116,113,43.5,30,35,25,xEBGP-S_flx.pdbqt,W
442,445,xMBGP-FW_rig.pdbqt,GP,FW,OT,13,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,106.803,44.922,15,20,17,xMBGP-FW_flx.pdbqt,W
446,449,xMBGP-S_rig.pdbqt,GP,S,OT,13,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116,113,43.5,30,35,25,xMBGP-S_flx.pdbqt,W
450,453,xSDGP-FW_rig.pdbqt,GP,FW,OT,13,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,106.803,44.922,15,20,17,xSDGP-FW_flx.pdbqt,W
454,457,xSDGP-S_rig.pdbqt,GP,S,OT,13,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116,113,43.5,30,35,25,xSDGP-S_flx.pdbqt,W
458,461,xZAGP-FW_rig.pdbqt,GP,FW,OT,13,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,106.803,44.922,15,20,17,xZAGP-FW_flx.pdbqt,W
462,465,xZAGP-S_rig.pdbqt,GP,S,OT,13,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116,113,43.5,30,35,25,xZAGP-S_flx.pdbqt,W
466,469,xEBGP-FA_rig.pdbqt,GP,FA,NF,14,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,120.392,114.116,44.424,15,22,20,xEBGP-FA_flx.pdbqt,W
470,473,xEBGP-L_rig.pdbqt,GP,L,NF,14,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,119.792,109.41,44.37,15,16,19,xEBGP-L_flx.pdbqt,W
474,477,xMBGP-FA_rig.pdbqt,GP,FA,NF,14,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,120.392,114.116,44.424,15,22,20,xMBGP-FA_flx.pdbqt,W
478,481,xMBGP-L_rig.pdbqt,GP,L,NF,14,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,119.792,109.41,44.37,15,16,19,xMBGP-L_flx.pdbqt,W
482,485,xSDGP-FA_rig.pdbqt,GP,FA,NF,14,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,120.392,114.116,44.424,15,22,20,xSDGP-FA_flx.pdbqt,W
486,489,xSDGP-L_rig.pdbqt,GP,L,NF,14,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,119.792,109.41,44.37,15,16,19,xSDGP-L_flx.pdbqt,W
490,493,xZAGP-FA_rig.pdbqt,GP,FA,NF,14,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,120.392,114.116,44.424,15,22,20,xZAGP-FA_flx.pdbqt,W
494,497,xZAGP-L_rig.pdbqt,GP,L,NF,14,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,119.792,109.41,44.37,15,16,19,xZAGP-L_flx.pdbqt,W
498,501,xEBGP-F_rig.pdbqt,GP,F,NF,14,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,108.247,44.31,31,35,25,xEBGP-F_flx.pdbqt,W
502,505,xEBGP-OM_rig.pdbqt,GP,OM,NF,14,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,115,113,43.5,26,33,24,xEBGP-OM_flx.pdbqt,W
506,509,xMBGP-F_rig.pdbqt,GP,F,NF,14,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,108.247,44.31,31,35,25,xMBGP-F_flx.pdbqt,W
510,513,xMBGP-OM_rig.pdbqt,GP,OM,NF,14,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,115,113,43.5,26,33,24,xMBGP-OM_flx.pdbqt,W
514,517,xSDGP-F_rig.pdbqt,GP,F,NF,14,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,108.247,44.31,31,35,25,xSDGP-F_flx.pdbqt,W
518,521,xSDGP-OM_rig.pdbqt,GP,OM,NF,14,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,115,113,43.5,26,33,24,xSDGP-OM_flx.pdbqt,W
522,525,xZAGP-F_rig.pdbqt,GP,F,NF,14,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,108.247,44.31,31,35,25,xZAGP-F_flx.pdbqt,W
526,529,xZAGP-OM_rig.pdbqt,GP,OM,NF,14,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,115,113,43.5,26,33,24,xZAGP-OM_flx.pdbqt,W
530,533,xEBGP-FW_rig.pdbqt,GP,FW,NF,14,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,106.803,44.922,15,20,17,xEBGP-FW_flx.pdbqt,W
534,537,xEBGP-S_rig.pdbqt,GP,S,NF,14,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116,113,43.5,30,35,25,xEBGP-S_flx.pdbqt,W
538,541,xMBGP-FW_rig.pdbqt,GP,FW,NF,14,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,106.803,44.922,15,20,17,xMBGP-FW_flx.pdbqt,W
542,545,xMBGP-S_rig.pdbqt,GP,S,NF,14,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116,113,43.5,30,35,25,xMBGP-S_flx.pdbqt,W
546,549,xSDGP-FW_rig.pdbqt,GP,FW,NF,14,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,106.803,44.922,15,20,17,xSDGP-FW_flx.pdbqt,W
550,553,xSDGP-S_rig.pdbqt,GP,S,NF,14,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116,113,43.5,30,35,25,xSDGP-S_flx.pdbqt,W
554,557,xZAGP-FW_rig.pdbqt,GP,FW,NF,14,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,106.803,44.922,15,20,17,xZAGP-FW_flx.pdbqt,W
558,561,xZAGP-S_rig.pdbqt,GP,S,NF,14,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116,113,43.5,30,35,25,xZAGP-S_flx.pdbqt,W
562,567,xEBGP-FA_rig.pdbqt,GP,FA,AS,15,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,120.392,114.116,44.424,15,22,20,xEBGP-FA_flx.pdbqt,W
568,573,xEBGP-L_rig.pdbqt,GP,L,AS,15,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,119.792,109.41,44.37,15,16,19,xEBGP-L_flx.pdbqt,W
574,579,xMBGP-FA_rig.pdbqt,GP,FA,AS,15,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,120.392,114.116,44.424,15,22,20,xMBGP-FA_flx.pdbqt,W
580,585,xMBGP-L_rig.pdbqt,GP,L,AS,15,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,119.792,109.41,44.37,15,16,19,xMBGP-L_flx.pdbqt,W
586,591,xSDGP-FA_rig.pdbqt,GP,FA,AS,15,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,120.392,114.116,44.424,15,22,20,xSDGP-FA_flx.pdbqt,W
592,597,xSDGP-L_rig.pdbqt,GP,L,AS,15,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,119.792,109.41,44.37,15,16,19,xSDGP-L_flx.pdbqt,W
598,603,xZAGP-FA_rig.pdbqt,GP,FA,AS,15,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,120.392,114.116,44.424,15,22,20,xZAGP-FA_flx.pdbqt,W
604,609,xZAGP-L_rig.pdbqt,GP,L,AS,15,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,119.792,109.41,44.37,15,16,19,xZAGP-L_flx.pdbqt,W
610,615,xEBGP-F_rig.pdbqt,GP,F,AS,15,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,108.247,44.31,31,35,25,xEBGP-F_flx.pdbqt,W
616,621,xEBGP-OM_rig.pdbqt,GP,OM,AS,15,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,115,113,43.5,26,33,24,xEBGP-OM_flx.pdbqt,W
622,627,xMBGP-F_rig.pdbqt,GP,F,AS,15,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,108.247,44.31,31,35,25,xMBGP-F_flx.pdbqt,W
628,633,xMBGP-OM_rig.pdbqt,GP,OM,AS,15,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,115,113,43.5,26,33,24,xMBGP-OM_flx.pdbqt,W
634,639,xSDGP-F_rig.pdbqt,GP,F,AS,15,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,108.247,44.31,31,35,25,xSDGP-F_flx.pdbqt,W
640,645,xSDGP-OM_rig.pdbqt,GP,OM,AS,15,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,115,113,43.5,26,33,24,xSDGP-OM_flx.pdbqt,W
646,651,xZAGP-F_rig.pdbqt,GP,F,AS,15,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,108.247,44.31,31,35,25,xZAGP-F_flx.pdbqt,W
652,657,xZAGP-OM_rig.pdbqt,GP,OM,AS,15,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,115,113,43.5,26,33,24,xZAGP-OM_flx.pdbqt,W
658,663,xEBGP-FW_rig.pdbqt,GP,FW,AS,15,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,106.803,44.922,15,20,17,xEBGP-FW_flx.pdbqt,W
664,669,xEBGP-S_rig.pdbqt,GP,S,AS,15,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116,113,43.5,30,35,25,xEBGP-S_flx.pdbqt,W
670,675,xMBGP-FW_rig.pdbqt,GP,FW,AS,15,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,106.803,44.922,15,20,17,xMBGP-FW_flx.pdbqt,W
676,681,xMBGP-S_rig.pdbqt,GP,S,AS,15,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116,113,43.5,30,35,25,xMBGP-S_flx.pdbqt,W
682,687,xSDGP-FW_rig.pdbqt,GP,FW,AS,15,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,106.803,44.922,15,20,17,xSDGP-FW_flx.pdbqt,W
688,693,xSDGP-S_rig.pdbqt,GP,S,AS,15,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116,113,43.5,30,35,25,xSDGP-S_flx.pdbqt,W
694,699,xZAGP-FW_rig.pdbqt,GP,FW,AS,15,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,106.803,44.922,15,20,17,xZAGP-FW_flx.pdbqt,W
700,705,xZAGP-S_rig.pdbqt,GP,S,AS,15,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116,113,43.5,30,35,25,xZAGP-S_flx.pdbqt,W
706,716,xEBGP-FA_rig.pdbqt,GP,FA,CB,16,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,120.392,114.116,44.424,15,22,20,xEBGP-FA_flx.pdbqt,W
717,727,xEBGP-L_rig.pdbqt,GP,L,CB,16,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,119.792,109.41,44.37,15,16,19,xEBGP-L_flx.pdbqt,W
728,738,xMBGP-FA_rig.pdbqt,GP,FA,CB,16,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,120.392,114.116,44.424,15,22,20,xMBGP-FA_flx.pdbqt,W
739,749,xMBGP-L_rig.pdbqt,GP,L,CB,16,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,119.792,109.41,44.37,15,16,19,xMBGP-L_flx.pdbqt,W
750,760,xSDGP-FA_rig.pdbqt,GP,FA,CB,16,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,120.392,114.116,44.424,15,22,20,xSDGP-FA_flx.pdbqt,W
761,771,xSDGP-L_rig.pdbqt,GP,L,CB,16,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,119.792,109.41,44.37,15,16,19,xSDGP-L_flx.pdbqt,W
772,782,xZAGP-FA_rig.pdbqt,GP,FA,CB,16,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,120.392,114.116,44.424,15,22,20,xZAGP-FA_flx.pdbqt,W
783,793,xZAGP-L_rig.pdbqt,GP,L,CB,16,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,119.792,109.41,44.37,15,16,19,xZAGP-L_flx.pdbqt,W
794,804,xEBGP-F_rig.pdbqt,GP,F,CB,16,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,108.247,44.31,31,35,25,xEBGP-F_flx.pdbqt,W
805,815,xEBGP-OM_rig.pdbqt,GP,OM,CB,16,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,115,113,43.5,26,33,24,xEBGP-OM_flx.pdbqt,W
816,826,xMBGP-F_rig.pdbqt,GP,F,CB,16,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,108.247,44.31,31,35,25,xMBGP-F_flx.pdbqt,W
827,837,xMBGP-OM_rig.pdbqt,GP,OM,CB,16,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,115,113,43.5,26,33,24,xMBGP-OM_flx.pdbqt,W
838,848,xSDGP-F_rig.pdbqt,GP,F,CB,16,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,108.247,44.31,31,35,25,xSDGP-F_flx.pdbqt,W
849,859,xSDGP-OM_rig.pdbqt,GP,OM,CB,16,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,115,113,43.5,26,33,24,xSDGP-OM_flx.pdbqt,W
860,870,xZAGP-F_rig.pdbqt,GP,F,CB,16,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,108.247,44.31,31,35,25,xZAGP-F_flx.pdbqt,W
871,881,xZAGP-OM_rig.pdbqt,GP,OM,CB,16,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,115,113,43.5,26,33,24,xZAGP-OM_flx.pdbqt,W
882,892,xEBGP-FW_rig.pdbqt,GP,FW,CB,16,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,106.803,44.922,15,20,17,xEBGP-FW_flx.pdbqt,W
893,903,xEBGP-S_rig.pdbqt,GP,S,CB,16,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116,113,43.5,30,35,25,xEBGP-S_flx.pdbqt,W
904,914,xMBGP-FW_rig.pdbqt,GP,FW,CB,16,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,106.803,44.922,15,20,17,xMBGP-FW_flx.pdbqt,W
915,925,xMBGP-S_rig.pdbqt,GP,S,CB,16,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116,113,43.5,30,35,25,xMBGP-S_flx.pdbqt,W
926,936,xSDGP-FW_rig.pdbqt,GP,FW,CB,16,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,106.803,44.922,15,20,17,xSDGP-FW_flx.pdbqt,W
937,947,xSDGP-S_rig.pdbqt,GP,S,CB,16,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116,113,43.5,30,35,25,xSDGP-S_flx.pdbqt,W
948,958,xZAGP-FW_rig.pdbqt,GP,FW,CB,16,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,106.803,44.922,15,20,17,xZAGP-FW_flx.pdbqt,W
959,969,xZAGP-S_rig.pdbqt,GP,S,CB,16,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116,113,43.5,30,35,25,xZAGP-S_flx.pdbqt,W
970,985,xEBGP-FA_rig.pdbqt,GP,FA,VM,17,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,120.392,114.116,44.424,15,22,20,xEBGP-FA_flx.pdbqt,W
986,1001,xEBGP-L_rig.pdbqt,GP,L,VM,17,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,119.792,109.41,44.37,15,16,19,xEBGP-L_flx.pdbqt,W
1002,1017,xMBGP-FA_rig.pdbqt,GP,FA,VM,17,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,120.392,114.116,44.424,15,22,20,xMBGP-FA_flx.pdbqt,W
1018,1033,xMBGP-L_rig.pdbqt,GP,L,VM,17,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,119.792,109.41,44.37,15,16,19,xMBGP-L_flx.pdbqt,W
1034,1049,xSDGP-FA_rig.pdbqt,GP,FA,VM,17,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,120.392,114.116,44.424,15,22,20,xSDGP-FA_flx.pdbqt,W
1050,1065,xSDGP-L_rig.pdbqt,GP,L,VM,17,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,119.792,109.41,44.37,15,16,19,xSDGP-L_flx.pdbqt,W
1066,1081,xZAGP-FA_rig.pdbqt,GP,FA,VM,17,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,120.392,114.116,44.424,15,22,20,xZAGP-FA_flx.pdbqt,W
1082,1097,xZAGP-L_rig.pdbqt,GP,L,VM,17,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,119.792,109.41,44.37,15,16,19,xZAGP-L_flx.pdbqt,W
1098,1113,xEBGP-F_rig.pdbqt,GP,F,VM,17,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,108.247,44.31,31,35,25,xEBGP-F_flx.pdbqt,W
1114,1129,xEBGP-OM_rig.pdbqt,GP,OM,VM,17,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,115,113,43.5,26,33,24,xEBGP-OM_flx.pdbqt,W
1130,1145,xMBGP-F_rig.pdbqt,GP,F,VM,17,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,108.247,44.31,31,35,25,xMBGP-F_flx.pdbqt,W
1146,1161,xMBGP-OM_rig.pdbqt,GP,OM,VM,17,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,115,113,43.5,26,33,24,xMBGP-OM_flx.pdbqt,W
1162,1177,xSDGP-F_rig.pdbqt,GP,F,VM,17,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,108.247,44.31,31,35,25,xSDGP-F_flx.pdbqt,W
1178,1193,xSDGP-OM_rig.pdbqt,GP,OM,VM,17,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,115,113,43.5,26,33,24,xSDGP-OM_flx.pdbqt,W
1194,1209,xZAGP-F_rig.pdbqt,GP,F,VM,17,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,108.247,44.31,31,35,25,xZAGP-F_flx.pdbqt,W
1210,1225,xZAGP-OM_rig.pdbqt,GP,OM,VM,17,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,115,113,43.5,26,33,24,xZAGP-OM_flx.pdbqt,W
1226,1241,xEBGP-FW_rig.pdbqt,GP,FW,VM,17,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,106.803,44.922,15,20,17,xEBGP-FW_flx.pdbqt,W
1242,1257,xEBGP-S_rig.pdbqt,GP,S,VM,17,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116,113,43.5,30,35,25,xEBGP-S_flx.pdbqt,W
1258,1273,xMBGP-FW_rig.pdbqt,GP,FW,VM,17,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,106.803,44.922,15,20,17,xMBGP-FW_flx.pdbqt,W
1274,1289,xMBGP-S_rig.pdbqt,GP,S,VM,17,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116,113,43.5,30,35,25,xMBGP-S_flx.pdbqt,W
1290,1305,xSDGP-FW_rig.pdbqt,GP,FW,VM,17,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,106.803,44.922,15,20,17,xSDGP-FW_flx.pdbqt,W
1306,1321,xSDGP-S_rig.pdbqt,GP,S,VM,17,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116,113,43.5,30,35,25,xSDGP-S_flx.pdbqt,W
1322,1337,xZAGP-FW_rig.pdbqt,GP,FW,VM,17,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,106.803,44.922,15,20,17,xZAGP-FW_flx.pdbqt,W
1338,1353,xZAGP-S_rig.pdbqt,GP,S,VM,17,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116,113,43.5,30,35,25,xZAGP-S_flx.pdbqt,W
1354,1377,xEBGP-FA_rig.pdbqt,GP,FA,EN,18,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,120.392,114.116,44.424,15,22,20,xEBGP-FA_flx.pdbqt,W
1378,1401,xEBGP-L_rig.pdbqt,GP,L,EN,18,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,119.792,109.41,44.37,15,16,19,xEBGP-L_flx.pdbqt,W
1402,1425,xMBGP-FA_rig.pdbqt,GP,FA,EN,18,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,120.392,114.116,44.424,15,22,20,xMBGP-FA_flx.pdbqt,W
1426,1449,xMBGP-L_rig.pdbqt,GP,L,EN,18,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,119.792,109.41,44.37,15,16,19,xMBGP-L_flx.pdbqt,W
1450,1473,xSDGP-FA_rig.pdbqt,GP,FA,EN,18,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,120.392,114.116,44.424,15,22,20,xSDGP-FA_flx.pdbqt,W
1474,1497,xSDGP-L_rig.pdbqt,GP,L,EN,18,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,119.792,109.41,44.37,15,16,19,xSDGP-L_flx.pdbqt,W
1498,1521,xZAGP-FA_rig.pdbqt,GP,FA,EN,18,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,120.392,114.116,44.424,15,22,20,xZAGP-FA_flx.pdbqt,W
1522,1545,xZAGP-L_rig.pdbqt,GP,L,EN,18,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,119.792,109.41,44.37,15,16,19,xZAGP-L_flx.pdbqt,W
1546,1569,xEBGP-F_rig.pdbqt,GP,F,EN,18,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,108.247,44.31,31,35,25,xEBGP-F_flx.pdbqt,W
1570,1593,xEBGP-OM_rig.pdbqt,GP,OM,EN,18,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,115,113,43.5,26,33,24,xEBGP-OM_flx.pdbqt,W
1594,1617,xMBGP-F_rig.pdbqt,GP,F,EN,18,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,108.247,44.31,31,35,25,xMBGP-F_flx.pdbqt,W
1618,1641,xMBGP-OM_rig.pdbqt,GP,OM,EN,18,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,115,113,43.5,26,33,24,xMBGP-OM_flx.pdbqt,W
1642,1665,xSDGP-F_rig.pdbqt,GP,F,EN,18,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,108.247,44.31,31,35,25,xSDGP-F_flx.pdbqt,W
1666,1689,xSDGP-OM_rig.pdbqt,GP,OM,EN,18,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,115,113,43.5,26,33,24,xSDGP-OM_flx.pdbqt,W
1690,1713,xZAGP-F_rig.pdbqt,GP,F,EN,18,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,108.247,44.31,31,35,25,xZAGP-F_flx.pdbqt,W
1714,1737,xZAGP-OM_rig.pdbqt,GP,OM,EN,18,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,115,113,43.5,26,33,24,xZAGP-OM_flx.pdbqt,W
1738,1761,xEBGP-FW_rig.pdbqt,GP,FW,EN,18,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,106.803,44.922,15,20,17,xEBGP-FW_flx.pdbqt,W
1762,1785,xEBGP-S_rig.pdbqt,GP,S,EN,18,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116,113,43.5,30,35,25,xEBGP-S_flx.pdbqt,W
1786,1809,xMBGP-FW_rig.pdbqt,GP,FW,EN,18,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,106.803,44.922,15,20,17,xMBGP-FW_flx.pdbqt,W
1810,1833,xMBGP-S_rig.pdbqt,GP,S,EN,18,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116,113,43.5,30,35,25,xMBGP-S_flx.pdbqt,W
1834,1857,xSDGP-FW_rig.pdbqt,GP,FW,EN,18,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,106.803,44.922,15,20,17,xSDGP-FW_flx.pdbqt,W
1858,1881,xSDGP-S_rig.pdbqt,GP,S,EN,18,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116,113,43.5,30,35,25,xSDGP-S_flx.pdbqt,W
1882,1905,xZAGP-FW_rig.pdbqt,GP,FW,EN,18,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116.808,106.803,44.922,15,20,17,xZAGP-FW_flx.pdbqt,W
1906,1929,xZAGP-S_rig.pdbqt,GP,S,EN,18,ESZB,none,none,V,xEBGP-0.pdb,1.000,none,none,116,113,43.5,30,35,25,xZAGP-S_flx.pdbqt,W
